Hour,Day_Type,Weather,Location,Local_Event,Demand_Score,Price_Multiplier
14,Weekend,Sunny,Banjara Hills,1,10,2.04
22,Weekend,Sunny,Banjara Hills,0,5,1.3
18,Weekend,Windy,Banjara Hills,1,8,1.77
2,Weekend,Windy,Kukatpally,0,3,1.14
10,Weekend,Windy,Hitech City,0,5,1.36
5,Weekday,Sunny,Hitech City,1,8,1.53
7,Weekday,Sunny,Banjara Hills,1,8,1.77
1,Weekend,Sunny,Hitech City,0,6,1.71
19,Weekday,Rainy,Madhapur,0,10,2.06
20,Weekday,Rainy,Madhapur,1,13,2.28
7,Weekday,Rainy,Kukatpally,0,3,1.27
20,Weekday,Rainy,Hitech City,0,8,1.54
13,Weekday,Cloudy,Banjara Hills,1,10,2.38
18,Weekend,Cloudy,Madhapur,0,3,1.23
20,Weekend,Sunny,Dilsukhnagar,0,5,1.33
9,Weekday,Sunny,Kukatpally,0,2,1.02
10,Weekday,Rainy,Madhapur,1,12,2.29
2,Weekday,Cloudy,Hitech City,0,5,1.22
1,Weekday,Windy,Madhapur,0,1,0.97
8,Weekday,Cloudy,Hitech City,0,6,1.62
23,Weekend,Sunny,Banjara Hills,1,6,1.72
18,Weekday,Cloudy,Hitech City,1,6,1.76
15,Weekday,Cloudy,Hitech City,0,3,1.25
7,Weekend,Windy,Kukatpally,1,5,1.11
1,Weekday,Rainy,Dilsukhnagar,1,6,1.62
1,Weekend,Windy,Banjara Hills,1,9,2.18
3,Weekend,Sunny,Dilsukhnagar,1,6,1.48
13,Weekday,Rainy,Banjara Hills,0,8,1.49
23,Weekday,Sunny,Banjara Hills,0,2,0.91
14,Weekday,Cloudy,Hitech City,1,11,2.22
7,Weekend,Rainy,Dilsukhnagar,1,10,2.26
21,Weekday,Sunny,Madhapur,0,7,1.68
11,Weekday,Windy,Madhapur,1,6,1.75
7,Weekend,Cloudy,Dilsukhnagar,0,2,0.97
13,Weekend,Cloudy,Hitech City,0,8,1.74
16,Weekday,Cloudy,Dilsukhnagar,0,1,0.97
4,Weekday,Rainy,Kukatpally,1,6,1.41
1,Weekend,Cloudy,Dilsukhnagar,1,7,1.73
2,Weekday,Cloudy,Dilsukhnagar,1,7,1.41
12,Weekend,Windy,Hitech City,0,7,1.55
21,Weekend,Sunny,Madhapur,0,7,1.77
19,Weekend,Cloudy,Dilsukhnagar,0,5,1.2
19,Weekend,Windy,Hitech City,0,9,2.47
21,Weekend,Windy,Kukatpally,1,8,1.78
14,Weekday,Rainy,Hitech City,1,13,1.86
7,Weekend,Cloudy,Dilsukhnagar,1,5,1.28
11,Weekend,Cloudy,Dilsukhnagar,0,2,0.96
21,Weekend,Cloudy,Banjara Hills,1,13,1.81
0,Weekend,Sunny,Madhapur,1,6,1.56
18,Weekday,Cloudy,Dilsukhnagar,1,4,1.23
8,Weekend,Cloudy,Kukatpally,0,5,1.29
4,Weekday,Rainy,Hitech City,0,6,1.67
14,Weekend,Sunny,Dilsukhnagar,0,4,1.39
8,Weekend,Sunny,Madhapur,0,5,1.2
2,Weekend,Sunny,Dilsukhnagar,0,2,0.94
18,Weekend,Windy,Hitech City,1,8,1.46
10,Weekend,Cloudy,Kukatpally,1,10,2.46
9,Weekday,Rainy,Madhapur,0,8,1.77
18,Weekday,Sunny,Dilsukhnagar,0,2,1.0
23,Weekend,Rainy,Kukatpally,0,5,1.21
20,Weekday,Sunny,Banjara Hills,1,8,1.74
16,Weekday,Windy,Dilsukhnagar,1,5,1.18
18,Weekend,Rainy,Madhapur,0,7,1.49
10,Weekday,Rainy,Kukatpally,1,10,1.86
17,Weekday,Cloudy,Kukatpally,0,4,1.34
7,Weekday,Rainy,Kukatpally,0,5,1.34
10,Weekend,Sunny,Hitech City,1,11,2.15
4,Weekend,Rainy,Banjara Hills,1,9,1.92
13,Weekend,Windy,Hitech City,0,6,1.73
0,Weekday,Sunny,Banjara Hills,1,8,1.54
12,Weekday,Cloudy,Hitech City,1,11,2.21
19,Weekday,Sunny,Hitech City,1,11,2.44
20,Weekend,Windy,Madhapur,1,9,2.31
23,Weekday,Rainy,Hitech City,1,11,2.07
14,Weekday,Cloudy,Hitech City,0,8,1.6
1,Weekend,Cloudy,Madhapur,1,8,1.7
4,Weekday,Rainy,Kukatpally,1,8,1.44
9,Weekday,Sunny,Madhapur,1,9,2.11
5,Weekend,Cloudy,Dilsukhnagar,0,3,1.3
4,Weekday,Rainy,Dilsukhnagar,0,3,1.28
1,Weekday,Sunny,Kukatpally,0,2,0.94
18,Weekend,Windy,Dilsukhnagar,0,4,1.19
3,Weekday,Windy,Kukatpally,1,5,1.13
4,Weekend,Sunny,Madhapur,0,3,1.32
10,Weekday,Cloudy,Madhapur,1,7,1.68
10,Weekday,Windy,Hitech City,1,8,1.74
21,Weekday,Sunny,Banjara Hills,0,8,1.75
7,Weekday,Cloudy,Kukatpally,0,4,1.34
23,Weekend,Cloudy,Banjara Hills,0,4,1.39
23,Weekday,Sunny,Kukatpally,0,3,1.27
6,Weekday,Sunny,Kukatpally,1,6,1.65
7,Weekend,Windy,Dilsukhnagar,0,3,1.35
9,Weekend,Windy,Kukatpally,1,9,2.01
7,Weekday,Cloudy,Kukatpally,1,6,1.5
13,Weekday,Rainy,Kukatpally,1,9,2.04
12,Weekday,Windy,Kukatpally,1,7,1.41
8,Weekday,Windy,Hitech City,1,9,2.27
13,Weekend,Windy,Kukatpally,1,9,2.44
8,Weekend,Rainy,Madhapur,0,9,2.11
7,Weekday,Rainy,Hitech City,1,9,2.22
0,Weekday,Windy,Hitech City,1,7,1.71
17,Weekday,Sunny,Dilsukhnagar,0,2,1.01
5,Weekend,Rainy,Madhapur,0,7,1.53
6,Weekday,Sunny,Hitech City,0,2,1.0
15,Weekday,Rainy,Madhapur,1,7,1.49
22,Weekday,Sunny,Madhapur,0,4,1.3
4,Weekend,Sunny,Hitech City,0,6,1.41
23,Weekday,Sunny,Dilsukhnagar,1,4,1.35
9,Weekend,Windy,Dilsukhnagar,0,5,1.18
6,Weekday,Cloudy,Dilsukhnagar,1,7,1.52
2,Weekday,Windy,Dilsukhnagar,1,6,1.51
22,Weekday,Windy,Hitech City,1,8,1.78
17,Weekday,Windy,Banjara Hills,0,5,1.33
14,Weekend,Windy,Dilsukhnagar,0,6,1.53
20,Weekday,Sunny,Dilsukhnagar,0,4,1.36
15,Weekday,Sunny,Banjara Hills,1,8,1.61
18,Weekday,Sunny,Kukatpally,1,6,1.52
10,Weekday,Sunny,Madhapur,1,6,1.51
6,Weekend,Windy,Madhapur,0,4,1.24
15,Weekday,Sunny,Kukatpally,0,3,1.14
0,Weekday,Sunny,Banjara Hills,0,5,1.36
3,Weekday,Windy,Kukatpally,0,3,1.14
17,Weekend,Windy,Hitech City,1,6,1.57
9,Weekend,Cloudy,Dilsukhnagar,1,8,1.46
16,Weekday,Cloudy,Dilsukhnagar,1,7,1.59
10,Weekday,Rainy,Dilsukhnagar,1,8,1.53
5,Weekday,Windy,Hitech City,0,4,1.31
6,Weekday,Windy,Madhapur,0,1,1.02
19,Weekday,Sunny,Madhapur,0,6,1.65
6,Weekend,Cloudy,Kukatpally,1,7,1.65
12,Weekend,Rainy,Hitech City,0,9,2.31
8,Weekday,Cloudy,Dilsukhnagar,0,4,1.34
18,Weekend,Cloudy,Dilsukhnagar,1,8,1.48
0,Weekday,Rainy,Hitech City,0,6,1.47
0,Weekend,Sunny,Hitech City,0,6,1.57
15,Weekend,Cloudy,Dilsukhnagar,0,3,1.27
12,Weekend,Windy,Madhapur,1,10,2.17
19,Weekday,Rainy,Madhapur,0,10,2.19
15,Weekend,Sunny,Dilsukhnagar,1,6,1.47
11,Weekend,Cloudy,Kukatpally,0,3,1.21
5,Weekday,Rainy,Kukatpally,1,7,1.4
9,Weekend,Sunny,Madhapur,1,7,1.64
1,Weekend,Windy,Kukatpally,0,3,1.18
1,Weekday,Windy,Dilsukhnagar,1,6,1.47
23,Weekday,Sunny,Madhapur,0,2,1.04
5,Weekday,Sunny,Kukatpally,0,0,0.99
22,Weekday,Cloudy,Hitech City,1,7,1.66
23,Weekday,Cloudy,Madhapur,0,4,1.25
21,Weekend,Windy,Hitech City,0,7,1.73
16,Weekday,Cloudy,Hitech City,0,6,1.42
19,Weekday,Windy,Banjara Hills,0,7,1.51
11,Weekday,Cloudy,Kukatpally,0,4,1.13
2,Weekday,Sunny,Banjara Hills,1,5,1.33
0,Weekday,Cloudy,Kukatpally,0,2,0.96
21,Weekday,Rainy,Madhapur,0,10,2.29
5,Weekend,Rainy,Dilsukhnagar,1,10,1.96
6,Weekend,Rainy,Banjara Hills,1,11,2.29
8,Weekday,Windy,Madhapur,1,8,1.71
16,Weekend,Rainy,Hitech City,1,10,2.18
6,Weekend,Cloudy,Madhapur,0,5,1.31
16,Weekend,Sunny,Dilsukhnagar,0,3,1.17
8,Weekday,Sunny,Dilsukhnagar,0,5,1.14
18,Weekend,Cloudy,Dilsukhnagar,1,5,1.2
3,Weekend,Sunny,Banjara Hills,1,9,2.03
20,Weekday,Rainy,Madhapur,1,11,2.13
5,Weekday,Windy,Dilsukhnagar,1,6,1.69
15,Weekday,Cloudy,Madhapur,1,8,1.67
9,Weekday,Rainy,Dilsukhnagar,0,8,1.57
8,Weekend,Sunny,Banjara Hills,0,7,1.75
22,Weekday,Rainy,Banjara Hills,1,8,1.79
9,Weekday,Cloudy,Kukatpally,1,7,1.58
21,Weekday,Rainy,Banjara Hills,1,13,1.86
7,Weekday,Windy,Hitech City,0,3,1.31
11,Weekday,Windy,Banjara Hills,1,5,1.24
21,Weekend,Rainy,Kukatpally,1,13,2.29
3,Weekend,Rainy,Madhapur,0,8,1.71
9,Weekend,Windy,Dilsukhnagar,0,5,1.25
23,Weekday,Rainy,Dilsukhnagar,0,4,1.21
10,Weekday,Windy,Hitech City,0,5,1.25
1,Weekday,Cloudy,Kukatpally,0,3,1.22
5,Weekend,Rainy,Madhapur,1,11,2.27
15,Weekday,Cloudy,Kukatpally,0,2,0.98
16,Weekday,Windy,Hitech City,1,5,1.3
12,Weekday,Rainy,Madhapur,0,10,2.28
0,Weekend,Windy,Kukatpally,0,3,1.23
23,Weekday,Windy,Dilsukhnagar,1,6,1.68
17,Weekend,Sunny,Banjara Hills,1,9,2.41
2,Weekday,Sunny,Madhapur,1,5,1.25
19,Weekend,Windy,Hitech City,1,11,1.83
15,Weekend,Cloudy,Hitech City,1,9,2.1
21,Weekend,Sunny,Dilsukhnagar,1,8,1.52
13,Weekday,Windy,Madhapur,1,7,1.64
11,Weekday,Windy,Banjara Hills,0,2,1.01
4,Weekday,Windy,Kukatpally,1,5,1.39
22,Weekday,Windy,Hitech City,0,4,1.21
4,Weekday,Windy,Dilsukhnagar,0,2,1.09
23,Weekend,Windy,Kukatpally,0,2,1.09
8,Weekday,Windy,Hitech City,0,6,1.8
19,Weekday,Sunny,Madhapur,1,8,1.7
13,Weekend,Rainy,Madhapur,0,11,2.44
21,Weekend,Cloudy,Hitech City,1,11,1.81
13,Weekday,Cloudy,Madhapur,1,10,1.87
7,Weekday,Cloudy,Banjara Hills,0,5,1.32
19,Weekend,Windy,Dilsukhnagar,1,10,2.13
17,Weekday,Cloudy,Madhapur,1,7,1.73
4,Weekend,Windy,Banjara Hills,0,6,1.5
1,Weekday,Windy,Dilsukhnagar,1,3,1.16
16,Weekend,Cloudy,Madhapur,1,9,2.27
0,Weekday,Rainy,Dilsukhnagar,1,9,2.09
0,Weekend,Windy,Banjara Hills,1,7,1.55
3,Weekday,Windy,Banjara Hills,0,2,1.01
5,Weekday,Windy,Dilsukhnagar,1,5,1.33
13,Weekend,Cloudy,Madhapur,0,8,1.6
17,Weekend,Rainy,Kukatpally,1,10,2.0
14,Weekday,Rainy,Kukatpally,1,9,2.17
10,Weekend,Rainy,Hitech City,1,14,2.48
13,Weekday,Sunny,Dilsukhnagar,0,4,1.28
16,Weekday,Windy,Hitech City,1,6,1.47
20,Weekend,Sunny,Madhapur,0,8,1.62
6,Weekday,Windy,Madhapur,0,2,0.99
22,Weekday,Cloudy,Banjara Hills,1,6,1.76
6,Weekend,Windy,Banjara Hills,1,7,1.72
14,Weekday,Cloudy,Banjara Hills,0,9,2.31
2,Weekday,Sunny,Kukatpally,1,6,1.43
13,Weekend,Sunny,Dilsukhnagar,0,7,1.59
23,Weekday,Cloudy,Kukatpally,0,3,1.22
16,Weekend,Windy,Hitech City,0,4,1.35
18,Weekday,Rainy,Madhapur,1,9,1.9
7,Weekend,Rainy,Madhapur,0,7,1.66
2,Weekend,Windy,Banjara Hills,1,8,1.52
14,Weekend,Windy,Madhapur,1,8,1.7
4,Weekend,Sunny,Banjara Hills,1,8,1.69
9,Weekday,Cloudy,Kukatpally,1,8,1.46
22,Weekday,Rainy,Dilsukhnagar,1,9,1.98
7,Weekday,Rainy,Dilsukhnagar,1,7,1.63
8,Weekend,Windy,Kukatpally,0,5,1.29
18,Weekend,Cloudy,Kukatpally,1,6,1.75
15,Weekday,Windy,Kukatpally,0,0,0.97
9,Weekday,Rainy,Banjara Hills,1,10,2.25
11,Weekend,Windy,Dilsukhnagar,0,2,1.05
11,Weekday,Windy,Hitech City,1,5,1.18
17,Weekday,Sunny,Kukatpally,0,1,0.95
23,Weekday,Rainy,Banjara Hills,1,9,1.83
19,Weekend,Cloudy,Hitech City,0,7,1.76
4,Weekend,Sunny,Banjara Hills,0,4,1.28
18,Weekend,Windy,Hitech City,0,5,1.34
2,Weekday,Windy,Hitech City,1,5,1.24
3,Weekday,Windy,Madhapur,0,4,1.36
3,Weekend,Rainy,Dilsukhnagar,1,7,1.5
13,Weekend,Windy,Banjara Hills,1,12,2.16
20,Weekend,Cloudy,Dilsukhnagar,0,7,1.51
17,Weekend,Windy,Hitech City,0,6,1.4
16,Weekend,Windy,Banjara Hills,0,3,1.33
21,Weekend,Sunny,Kukatpally,1,8,1.48
3,Weekday,Rainy,Madhapur,1,9,2.34
15,Weekday,Cloudy,Dilsukhnagar,0,2,0.96
6,Weekend,Rainy,Banjara Hills,0,8,1.78
15,Weekend,Cloudy,Banjara Hills,1,10,2.45
9,Weekend,Rainy,Madhapur,1,12,2.38
10,Weekend,Cloudy,Kukatpally,1,10,1.8
12,Weekday,Windy,Madhapur,0,7,1.71
0,Weekday,Rainy,Madhapur,1,9,1.82
13,Weekend,Cloudy,Dilsukhnagar,0,6,1.65
14,Weekend,Sunny,Hitech City,0,7,1.53
15,Weekend,Sunny,Kukatpally,1,5,1.18
19,Weekend,Sunny,Hitech City,0,8,1.51
11,Weekend,Cloudy,Hitech City,1,8,1.75
2,Weekend,Windy,Banjara Hills,0,5,1.27
17,Weekday,Windy,Banjara Hills,1,7,1.62
9,Weekday,Rainy,Hitech City,1,12,2.43
14,Weekday,Rainy,Madhapur,1,11,2.12
10,Weekday,Cloudy,Madhapur,0,5,1.14
13,Weekend,Windy,Kukatpally,0,4,1.37
16,Weekend,Sunny,Dilsukhnagar,1,4,1.39
10,Weekend,Cloudy,Dilsukhnagar,1,7,1.69
18,Weekday,Sunny,Dilsukhnagar,0,0,1.01
14,Weekday,Sunny,Kukatpally,1,9,2.12
23,Weekday,Cloudy,Hitech City,0,5,1.24
22,Weekend,Sunny,Kukatpally,1,4,1.29
12,Weekday,Sunny,Banjara Hills,1,11,1.91
7,Weekend,Windy,Banjara Hills,1,7,1.48
4,Weekday,Cloudy,Banjara Hills,0,3,1.26
1,Weekday,Cloudy,Hitech City,1,8,1.77
21,Weekday,Rainy,Madhapur,0,10,2.49
7,Weekday,Cloudy,Hitech City,0,6,1.45
12,Weekday,Windy,Banjara Hills,1,8,1.58
12,Weekday,Rainy,Kukatpally,0,6,1.79
16,Weekday,Rainy,Banjara Hills,0,8,1.7
11,Weekend,Windy,Banjara Hills,0,3,1.34
11,Weekend,Cloudy,Dilsukhnagar,0,5,1.1
12,Weekend,Windy,Hitech City,1,11,2.46
2,Weekend,Cloudy,Banjara Hills,0,7,1.75
0,Weekend,Cloudy,Hitech City,0,5,1.15
0,Weekday,Rainy,Banjara Hills,1,8,1.42
6,Weekend,Cloudy,Dilsukhnagar,1,6,1.57
5,Weekday,Rainy,Madhapur,0,5,1.11
6,Weekend,Windy,Madhapur,1,7,1.41
0,Weekend,Sunny,Kukatpally,0,2,1.08
1,Weekend,Rainy,Banjara Hills,0,6,1.54
7,Weekday,Windy,Hitech City,0,5,1.24
13,Weekend,Rainy,Dilsukhnagar,0,9,2.13
8,Weekday,Cloudy,Dilsukhnagar,1,6,1.59
23,Weekday,Rainy,Banjara Hills,0,6,1.49
2,Weekday,Windy,Madhapur,0,2,0.95
5,Weekend,Cloudy,Kukatpally,1,6,1.53
11,Weekday,Sunny,Kukatpally,0,1,1.1
0,Weekday,Sunny,Banjara Hills,0,5,1.2
18,Weekend,Windy,Madhapur,0,5,1.24
6,Weekend,Cloudy,Dilsukhnagar,1,5,1.32
20,Weekend,Cloudy,Banjara Hills,1,12,2.36
15,Weekend,Sunny,Madhapur,1,5,1.33
13,Weekday,Rainy,Hitech City,0,11,2.38
3,Weekend,Rainy,Madhapur,1,11,2.11
2,Weekday,Windy,Dilsukhnagar,0,1,1.07
7,Weekday,Rainy,Madhapur,0,4,1.34
11,Weekday,Rainy,Madhapur,0,4,1.3
20,Weekday,Rainy,Dilsukhnagar,1,10,1.99
12,Weekend,Windy,Dilsukhnagar,1,10,2.13
4,Weekend,Sunny,Hitech City,1,8,1.48
23,Weekday,Sunny,Kukatpally,0,1,1.0
5,Weekday,Windy,Banjara Hills,1,8,1.64
7,Weekend,Sunny,Banjara Hills,1,7,1.76
3,Weekday,Rainy,Kukatpally,0,5,1.33
0,Weekday,Cloudy,Dilsukhnagar,0,4,1.17
14,Weekend,Sunny,Dilsukhnagar,1,8,1.43
23,Weekend,Cloudy,Hitech City,1,9,1.88
14,Weekend,Rainy,Kukatpally,1,11,2.17
2,Weekend,Rainy,Kukatpally,1,10,1.84
3,Weekend,Cloudy,Madhapur,1,9,2.27
8,Weekend,Sunny,Hitech City,0,8,1.5
15,Weekday,Windy,Madhapur,0,4,1.27
18,Weekend,Windy,Hitech City,0,3,1.27
3,Weekday,Cloudy,Dilsukhnagar,1,7,1.69
1,Weekend,Windy,Kukatpally,0,4,1.34
20,Weekend,Sunny,Banjara Hills,0,6,1.65
10,Weekday,Cloudy,Kukatpally,0,6,1.74
8,Weekend,Cloudy,Madhapur,0,7,1.58
1,Weekend,Windy,Madhapur,0,3,1.27
17,Weekend,Windy,Madhapur,0,5,1.36
10,Weekend,Rainy,Madhapur,1,10,2.44
2,Weekend,Cloudy,Dilsukhnagar,1,6,1.7
6,Weekend,Windy,Madhapur,1,8,1.76
5,Weekday,Cloudy,Hitech City,0,4,1.27
16,Weekend,Rainy,Kukatpally,0,5,1.13
22,Weekend,Cloudy,Banjara Hills,1,9,2.08
12,Weekday,Cloudy,Dilsukhnagar,0,6,1.8
14,Weekday,Rainy,Dilsukhnagar,0,8,1.41
7,Weekday,Rainy,Banjara Hills,1,9,1.9
9,Weekday,Sunny,Dilsukhnagar,1,8,1.57
17,Weekday,Windy,Banjara Hills,1,8,1.7
22,Weekend,Cloudy,Kukatpally,1,7,1.76
7,Weekend,Cloudy,Hitech City,0,6,1.74
22,Weekday,Rainy,Hitech City,1,10,1.87
19,Weekday,Cloudy,Dilsukhnagar,0,7,1.51
1,Weekend,Windy,Kukatpally,1,4,1.39
5,Weekday,Windy,Dilsukhnagar,0,2,1.0
22,Weekday,Sunny,Madhapur,0,3,1.27
23,Weekday,Windy,Kukatpally,0,3,1.16
14,Weekend,Cloudy,Madhapur,0,9,1.9
17,Weekend,Sunny,Dilsukhnagar,0,3,1.28
2,Weekday,Windy,Banjara Hills,0,3,1.39
5,Weekday,Sunny,Kukatpally,0,2,0.92
12,Weekend,Windy,Kukatpally,1,8,1.74
5,Weekday,Cloudy,Madhapur,0,5,1.36
15,Weekday,Rainy,Madhapur,1,8,1.49
20,Weekday,Cloudy,Kukatpally,0,6,1.41
19,Weekday,Sunny,Madhapur,0,5,1.1
16,Weekday,Sunny,Madhapur,1,6,1.41
18,Weekend,Sunny,Banjara Hills,0,6,1.47
6,Weekend,Sunny,Banjara Hills,1,7,1.76
22,Weekday,Rainy,Kukatpally,0,3,1.38
3,Weekend,Cloudy,Hitech City,1,8,1.64
5,Weekday,Windy,Banjara Hills,0,4,1.38
21,Weekend,Windy,Hitech City,0,8,1.5
4,Weekday,Windy,Banjara Hills,1,5,1.21
15,Weekday,Sunny,Madhapur,1,5,1.18
4,Weekend,Rainy,Madhapur,1,11,2.1
2,Weekend,Sunny,Kukatpally,0,3,1.27
19,Weekend,Cloudy,Kukatpally,1,8,1.61
1,Weekday,Sunny,Madhapur,0,3,1.32
17,Weekday,Sunny,Madhapur,1,5,1.21
17,Weekday,Windy,Dilsukhnagar,0,2,1.04
1,Weekday,Sunny,Kukatpally,0,1,1.04
2,Weekday,Windy,Banjara Hills,0,2,1.08
6,Weekday,Cloudy,Hitech City,0,5,1.4
12,Weekday,Cloudy,Kukatpally,0,5,1.14
7,Weekend,Windy,Dilsukhnagar,1,5,1.38
20,Weekend,Windy,Hitech City,1,12,2.06
6,Weekend,Cloudy,Dilsukhnagar,0,5,1.11
14,Weekday,Rainy,Hitech City,0,8,1.46
15,Weekday,Rainy,Dilsukhnagar,1,7,1.78
8,Weekend,Cloudy,Dilsukhnagar,1,9,2.4
8,Weekday,Sunny,Kukatpally,0,2,1.01
15,Weekday,Rainy,Dilsukhnagar,0,6,1.59
3,Weekday,Sunny,Kukatpally,0,0,1.05
2,Weekday,Windy,Dilsukhnagar,1,6,1.7
14,Weekday,Rainy,Banjara Hills,1,11,2.2
4,Weekend,Cloudy,Banjara Hills,1,10,1.94
20,Weekday,Windy,Kukatpally,0,5,1.25
7,Weekday,Rainy,Madhapur,1,7,1.75
2,Weekday,Cloudy,Dilsukhnagar,0,2,1.01
10,Weekday,Sunny,Hitech City,1,7,1.65
5,Weekend,Cloudy,Hitech City,0,4,1.31
0,Weekend,Sunny,Dilsukhnagar,0,4,1.33
3,Weekday,Sunny,Dilsukhnagar,0,0,1.03
15,Weekend,Cloudy,Dilsukhnagar,1,8,1.76
7,Weekend,Cloudy,Madhapur,1,9,2.44
4,Weekend,Cloudy,Banjara Hills,0,6,1.65
5,Weekend,Cloudy,Banjara Hills,1,7,1.57
9,Weekday,Sunny,Kukatpally,1,6,1.79
4,Weekend,Rainy,Kukatpally,1,10,2.12
14,Weekend,Windy,Kukatpally,1,9,2.03
12,Weekday,Rainy,Banjara Hills,0,9,2.2
23,Weekend,Windy,Dilsukhnagar,1,6,1.66
6,Weekend,Rainy,Kukatpally,0,7,1.52
19,Weekend,Sunny,Banjara Hills,0,8,1.62
5,Weekend,Windy,Banjara Hills,1,6,1.68
12,Weekday,Cloudy,Dilsukhnagar,0,7,1.63
6,Weekday,Windy,Madhapur,1,5,1.36
4,Weekend,Cloudy,Dilsukhnagar,0,2,1.06
2,Weekday,Sunny,Hitech City,1,5,1.19
11,Weekday,Rainy,Banjara Hills,1,8,1.55
10,Weekend,Windy,Madhapur,0,6,1.52
17,Weekday,Rainy,Banjara Hills,1,8,1.61
19,Weekend,Rainy,Dilsukhnagar,1,12,2.28
7,Weekday,Rainy,Kukatpally,0,3,1.14
12,Weekend,Windy,Kukatpally,0,4,1.28
11,Weekend,Rainy,Kukatpally,0,7,1.78
18,Weekend,Cloudy,Hitech City,1,7,1.47
19,Weekend,Windy,Banjara Hills,0,7,1.78
10,Weekend,Sunny,Madhapur,1,7,1.65
18,Weekend,Rainy,Madhapur,1,9,2.16
16,Weekday,Windy,Madhapur,0,1,1.03
22,Weekend,Cloudy,Kukatpally,1,7,1.42
23,Weekend,Sunny,Madhapur,0,3,1.36
19,Weekday,Sunny,Madhapur,1,8,1.76
12,Weekend,Sunny,Madhapur,1,10,2.06
16,Weekend,Windy,Madhapur,0,4,1.32
17,Weekday,Windy,Madhapur,1,4,1.37
21,Weekday,Cloudy,Dilsukhnagar,0,4,1.34
3,Weekday,Sunny,Banjara Hills,1,5,1.15
7,Weekday,Sunny,Hitech City,0,4,1.36
19,Weekday,Rainy,Dilsukhnagar,1,11,2.35
3,Weekday,Sunny,Banjara Hills,0,2,0.94
22,Weekday,Sunny,Kukatpally,0,1,0.91
2,Weekend,Cloudy,Dilsukhnagar,0,5,1.35
22,Weekend,Rainy,Kukatpally,1,7,1.58
16,Weekday,Sunny,Banjara Hills,0,4,1.14
17,Weekday,Sunny,Hitech City,0,3,1.35
7,Weekday,Windy,Dilsukhnagar,1,6,1.6
9,Weekday,Windy,Madhapur,1,7,1.61
20,Weekend,Cloudy,Banjara Hills,0,7,1.43
11,Weekday,Windy,Hitech City,1,5,1.39
21,Weekday,Cloudy,Dilsukhnagar,1,7,1.63
23,Weekend,Windy,Madhapur,1,7,1.6
15,Weekend,Rainy,Banjara Hills,0,6,1.68
13,Weekend,Windy,Madhapur,1,11,2.41
14,Weekend,Rainy,Banjara Hills,1,15,2.46
4,Weekend,Windy,Banjara Hills,1,8,1.41
21,Weekday,Rainy,Dilsukhnagar,0,7,1.44
12,Weekend,Rainy,Madhapur,1,12,1.82
12,Weekday,Cloudy,Dilsukhnagar,1,8,1.48
19,Weekend,Windy,Kukatpally,0,7,1.79
1,Weekend,Sunny,Hitech City,1,9,2.23
4,Weekday,Windy,Banjara Hills,1,8,1.41
9,Weekday,Cloudy,Madhapur,1,7,1.64
16,Weekend,Cloudy,Madhapur,0,5,1.27
15,Weekday,Sunny,Kukatpally,1,6,1.5
10,Weekday,Cloudy,Kukatpally,1,8,1.63
10,Weekday,Rainy,Madhapur,0,7,1.73
7,Weekend,Windy,Hitech City,1,6,1.55
4,Weekend,Sunny,Dilsukhnagar,1,7,1.64
23,Weekend,Sunny,Kukatpally,1,5,1.34
8,Weekday,Cloudy,Hitech City,1,9,1.96
0,Weekend,Cloudy,Dilsukhnagar,1,6,1.71
10,Weekend,Cloudy,Dilsukhnagar,0,5,1.39
19,Weekday,Cloudy,Hitech City,0,8,1.5
12,Weekend,Sunny,Madhapur,1,9,1.9
0,Weekday,Windy,Hitech City,1,8,1.71
4,Weekend,Windy,Dilsukhnagar,0,4,1.33
3,Weekend,Windy,Madhapur,0,5,1.19
18,Weekday,Cloudy,Hitech City,0,3,1.36
17,Weekend,Cloudy,Banjara Hills,1,10,2.19
20,Weekend,Cloudy,Kukatpally,0,7,1.65
1,Weekend,Cloudy,Dilsukhnagar,0,2,1.04
22,Weekday,Windy,Hitech City,0,3,1.15
16,Weekday,Rainy,Hitech City,1,10,2.04
13,Weekend,Sunny,Kukatpally,1,7,1.61
20,Weekend,Rainy,Dilsukhnagar,0,8,1.58
3,Weekend,Rainy,Banjara Hills,0,6,1.42
22,Weekday,Windy,Hitech City,0,3,1.33
4,Weekday,Cloudy,Madhapur,1,8,1.41
9,Weekend,Sunny,Kukatpally,0,3,1.16
1,Weekday,Rainy,Dilsukhnagar,1,6,1.54
2,Weekend,Rainy,Kukatpally,0,5,1.26
20,Weekend,Cloudy,Dilsukhnagar,1,11,1.91
6,Weekend,Cloudy,Banjara Hills,1,9,2.07
20,Weekend,Windy,Hitech City,1,12,1.94
3,Weekday,Windy,Hitech City,0,3,1.33
23,Weekend,Rainy,Dilsukhnagar,1,9,2.12
20,Weekday,Cloudy,Banjara Hills,0,8,1.4
5,Weekend,Rainy,Kukatpally,1,9,2.12
12,Weekday,Windy,Kukatpally,1,7,1.43
3,Weekday,Sunny,Dilsukhnagar,0,0,1.09
0,Weekend,Windy,Kukatpally,0,1,0.91
6,Weekday,Windy,Madhapur,0,3,1.23
0,Weekend,Sunny,Hitech City,1,7,1.51
6,Weekday,Sunny,Kukatpally,0,0,0.92
